['01-0001_mask.png', '186', '73', '232', '37']
['02-0062_mask.png', '178', '89', '204', '62']

['02-0063_mask.png', '178', '89', '204', '62']

['02-0064_mask.png', '178', '89', '204', '62']

['02-0065_mask.png', '178', '89', '204', '62']

['02-0066_mask.png', '178', '89', '204', '62']

['02-0067_mask.png', '178', '89', '204', '62']

['02-0068_mask.png', '178', '89', '204', '62']

['02-0069_mask.png', '178', '89', '204', '62']

['02-0070_mask.png', '178', '89', '204', '62']

['02-0071_mask.png', '178', '89', '204', '62']

['02-0072_mask.png', '178', '89', '204', '62']

['02-0073_mask.png', '178', '89', '204', '62']

['02-0074_mask.png', '178', '89', '204', '62']

['02-0075_mask.png', '178', '89', '204', '62']

['02-0076_mask.png', '178', '89', '204', '62']

['02-0077_mask.png', '178', '89', '204', '62']

['02-0078_mask.png', '178', '89', '204', '62']

['02-0079_mask.png', '178', '89', '204', '62']

['02-0080_mask.png', '178', '89', '204', '62']

['02-0081_mask.png', '178', '89', '204', '62']

['02-0082_mask.png', '178', '89', '204', '62']

['02-0083_mask.png', '178', '89', '204', '62']

['02-0084_mask.png', '178', '89', '204', '62']

['02-0085_mask.png', '178', '89', '204', '62']

['02-0086_mask.png', '178', '89', '204', '62']

['02-0087_mask.png', '178', '89', '204', '62']

['02-0088_mask.png', '178', '89', '204', '62']

['02-0089_mask.png', '178', '89', '204', '62']

['02-0090_mask.png', '178', '89', '204', '62']

['02-0091_mask.png', '178', '89', '204', '62']

['02-0092_mask.png', '178', '89', '204', '62']

['02-0093_mask.png', '178', '89', '204', '62']

['02-0094_mask.png', '178', '89', '204', '62']

['02-0095_mask.png', '178', '89', '204', '62']

['02-0096_mask.png', '178', '89', '204', '62']

['02-0097_mask.png', '178', '89', '204', '62']

['02-0098_mask.png', '178', '89', '204', '62']

['02-0099_mask.png', '178', '89', '204', '62']

['02-0100_mask.png', '178', '89', '204', '62']

['02-0101_mask.png', '178', '89', '204', '62']

['02-0102_mask.png', '178', '89', '204', '62']

['02-0103_mask.png', '178', '89', '204', '62']

['02-0104_mask.png', '178', '89', '204', '62']

['02-0105_mask.png', '178', '89', '204', '62']

['02-0106_mask.png', '178', '89', '204', '62']

['02-0107_mask.png', '178', '89', '204', '62']

['02-0108_mask.png', '178', '89', '204', '62']

['02-0109_mask.png', '314', '189', '346', '146']

['02-0110_mask.png', '310', '192', '347', '143']

['02-0111_mask.png', '310', '192', '347', '143']

['02-0112_mask.png', '307', '186', '335', '150']

['02-0113_mask.png', '302', '192', '342', '147']

['02-0114_mask.png', '302', '192', '342', '147']

['02-0115_mask.png', '298', '196', '336', '152']

['02-0116_mask.png', '288', '201', '327', '158']

['02-0117_mask.png', '288', '201', '327', '158']

['02-0118_mask.png', '288', '201', '327', '158']

['02-0119_mask.png', '288', '201', '327', '158']

['02-0120_mask.png', '282', '201', '318', '160']

['02-0121_mask.png', '277', '203', '317', '153']

['02-0122_mask.png', '281', '202', '316', '160']

['02-0123_mask.png', '282', '209', '315', '167']

['02-0124_mask.png', '285', '220', '322', '174']

['02-0125_mask.png', '285', '225', '325', '180']

['02-0126_mask.png', '286', '232', '328', '186']

['02-0127_mask.png', '292', '237', '327', '188']

['02-0128_mask.png', '291', '235', '331', '190']

['02-0129_mask.png', '291', '230', '331', '181']

['02-0130_mask.png', '285', '224', '329', '176']

['02-0131_mask.png', '281', '222', '329', '165']

['02-0132_mask.png', '281', '210', '325', '162']

['02-0133_mask.png', '279', '209', '321', '157']

['02-0134_mask.png', '275', '204', '316', '151']

['02-0135_mask.png', '276', '201', '313', '151']

['02-0136_mask.png', '276', '201', '313', '151']

['02-0137_mask.png', '278', '200', '315', '150']

['02-0138_mask.png', '278', '193', '314', '143']

['02-0139_mask.png', '280', '183', '317', '134']

['02-0140_mask.png', '282', '173', '318', '123']

['02-0141_mask.png', '292', '164', '331', '114']

['02-0142_mask.png', '304', '155', '344', '105']

['02-0143_mask.png', '318', '145', '347', '95']

['02-0144_mask.png', '330', '141', '347', '91']

['02-0145_mask.png', '330', '141', '347', '91']

['02-0146_mask.png', '330', '141', '347', '91']

['02-0147_mask.png', '330', '141', '347', '91']

['02-0148_mask.png', '330', '141', '347', '91']

['02-0149_mask.png', '330', '141', '347', '91']

['02-0150_mask.png', '330', '141', '347', '91']

['02-0151_mask.png', '330', '141', '347', '91']

['02-0152_mask.png', '330', '141', '347', '91']

['02-0153_mask.png', '330', '141', '347', '91']

['02-0154_mask.png', '330', '141', '347', '91']

['02-0155_mask.png', '330', '141', '347', '91']

['02-0156_mask.png', '330', '141', '347', '91']

['02-0157_mask.png', '330', '141', '347', '91']

['02-0158_mask.png', '330', '141', '347', '91']

['02-0159_mask.png', '330', '141', '347', '91']

['02-0160_mask.png', '330', '141', '347', '91']

['02-0161_mask.png', '330', '141', '347', '91']

['02-0162_mask.png', '330', '141', '347', '91']

['02-0163_mask.png', '330', '141', '347', '91']

['02-0164_mask.png', '330', '141', '347', '91']

['02-0165_mask.png', '330', '141', '347', '91']

['02-0166_mask.png', '330', '141', '347', '91']

['02-0167_mask.png', '330', '141', '347', '91']

['02-0168_mask.png', '330', '141', '347', '91']

['02-0169_mask.png', '330', '141', '347', '91']

['02-0170_mask.png', '330', '141', '347', '91']

['02-0171_mask.png', '330', '141', '347', '91']

['02-0172_mask.png', '330', '141', '347', '91']

['02-0173_mask.png', '330', '141', '347', '91']

['02-0174_mask.png', '330', '141', '347', '91']

['02-0175_mask.png', '330', '141', '347', '91']

['02-0176_mask.png', '330', '141', '347', '91']

['02-0177_mask.png', '330', '141', '347', '91']

['02-0178_mask.png', '330', '141', '347', '91']

['02-0179_mask.png', '330', '141', '347', '91']

['02-0180_mask.png', '330', '141', '347', '91']

['02-0181_mask.png', '330', '141', '347', '91']

['02-0182_mask.png', '330', '141', '347', '91']

['02-0183_mask.png', '330', '141', '347', '91']

['02-0184_mask.png', '330', '141', '347', '91']

['02-0185_mask.png', '330', '141', '347', '91']

['02-0186_mask.png', '224', '68', '355', '9']

['02-0187_mask.png', '206', '105', '355', '9']

['02-0188_mask.png', '178', '143', '364', '0']

['02-0189_mask.png', '181', '164', '380', '0']

['02-0190_mask.png', '183', '171', '382', '0']

['02-0191_mask.png', '169', '201', '374', '2']

['02-0192_mask.png', '174', '203', '356', '35']

['02-0193_mask.png', '167', '207', '340', '56']

['02-0194_mask.png', '161', '214', '313', '61']

['02-0195_mask.png', '162', '211', '304', '69']

['02-0196_mask.png', '162', '211', '286', '85']

['02-0197_mask.png', '155', '224', '279', '98']

['02-0198_mask.png', '160', '224', '263', '114']

['02-0199_mask.png', '156', '236', '261', '110']

['02-0200_mask.png', '155', '237', '251', '118']

['02-0201_mask.png', '154', '229', '241', '117']

['02-0202_mask.png', '144', '234', '232', '122']

['02-0203_mask.png', '143', '243', '230', '131']

['02-0204_mask.png', '139', '240', '232', '125']

['02-0205_mask.png', '137', '234', '229', '119']

['02-0206_mask.png', '139', '237', '240', '114']

['02-0207_mask.png', '140', '235', '244', '108']

['02-0208_mask.png', '144', '229', '248', '102']

['02-0209_mask.png', '146', '223', '249', '96']

['02-0210_mask.png', '146', '217', '249', '90']

['02-0211_mask.png', '146', '197', '250', '70']

['02-0212_mask.png', '160', '162', '243', '60']

['02-0213_mask.png', '158', '158', '240', '56']

['02-0214_mask.png', '157', '158', '239', '56']

['02-0215_mask.png', '154', '156', '237', '54']

['02-0216_mask.png', '155', '160', '237', '58']

['02-0217_mask.png', '152', '165', '235', '63']

['02-0218_mask.png', '149', '168', '231', '67']

['02-0219_mask.png', '150', '180', '232', '78']

['02-0220_mask.png', '150', '180', '232', '78']

['02-0221_mask.png', '144', '182', '226', '81']

['02-0222_mask.png', '144', '182', '226', '81']

['02-0223_mask.png', '138', '183', '226', '70']

['02-0224_mask.png', '140', '184', '228', '71']

['02-0225_mask.png', '143', '181', '231', '69']

['02-0226_mask.png', '143', '181', '231', '69']

['02-0227_mask.png', '143', '181', '231', '69']

['02-0228_mask.png', '143', '178', '232', '65']

['02-0229_mask.png', '144', '174', '232', '61']

['02-0230_mask.png', '148', '157', '236', '45']

['02-0231_mask.png', '151', '146', '239', '34']

['02-0232_mask.png', '158', '140', '247', '27']

['02-0233_mask.png', '162', '129', '239', '27']

['02-0234_mask.png', '152', '129', '239', '27']

['02-0235_mask.png', '152', '129', '239', '27']

['02-0236_mask.png', '155', '122', '243', '20']

['02-0237_mask.png', '158', '124', '246', '22']

['02-0238_mask.png', '161', '117', '249', '15']

['02-0239_mask.png', '183', '93', '271', '8']

['02-0240_mask.png', '167', '99', '255', '14']

['02-0241_mask.png', '179', '99', '272', '10']

['02-0242_mask.png', '163', '127', '266', '11']

['02-0243_mask.png', '165', '87', '268', '2']

['02-0244_mask.png', '171', '90', '289', '5']

['02-0245_mask.png', '159', '90', '278', '4']

['02-0246_mask.png', '164', '144', '282', '9']

['02-0247_mask.png', '156', '154', '305', '7']

['02-0248_mask.png', '149', '154', '305', '2']

['02-0249_mask.png', '149', '155', '305', '3']

['02-0250_mask.png', '152', '174', '307', '6']

['02-0251_mask.png', '152', '185', '316', '6']

['02-0252_mask.png', '146', '210', '319', '11']

['02-0253_mask.png', '146', '231', '336', '11']

['02-0254_mask.png', '143', '240', '344', '5']

['02-0255_mask.png', '143', '240', '344', '5']

['02-0256_mask.png', '138', '258', '354', '0']

['02-0257_mask.png', '138', '258', '354', '0']

['02-0258_mask.png', '138', '258', '354', '0']

['02-0259_mask.png', '138', '258', '354', '0']

['02-0260_mask.png', '138', '258', '354', '0']

['02-0261_mask.png', '138', '258', '354', '0']

['02-0262_mask.png', '138', '258', '354', '0']

['02-0263_mask.png', '138', '258', '354', '0']

['02-0264_mask.png', '138', '258', '354', '0']

['02-0265_mask.png', '138', '258', '354', '0']

['02-0266_mask.png', '138', '258', '354', '0']

['02-0267_mask.png', '138', '258', '354', '0']

['02-0268_mask.png', '138', '258', '354', '0']

['02-0269_mask.png', '138', '258', '354', '0']

['02-0270_mask.png', '138', '258', '354', '0']

['02-0271_mask.png', '138', '258', '354', '0']

['02-0272_mask.png', '138', '258', '354', '0']

['02-0273_mask.png', '138', '258', '354', '0']

['02-0274_mask.png', '138', '258', '354', '0']

['02-0275_mask.png', '138', '258', '354', '0']

['02-0276_mask.png', '138', '258', '354', '0']

['02-0277_mask.png', '138', '258', '354', '0']

['02-0278_mask.png', '138', '258', '354', '0']

['02-0279_mask.png', '124', '123', '252', '0']

['02-0280_mask.png', '118', '120', '246', '0']

['02-0281_mask.png', '118', '120', '246', '0']

['02-0282_mask.png', '108', '125', '236', '1']

['02-0283_mask.png', '108', '128', '235', '4']

['02-0284_mask.png', '108', '128', '212', '13']

['02-0285_mask.png', '108', '119', '204', '19']

['02-0286_mask.png', '111', '122', '207', '22']

['02-0287_mask.png', '114', '118', '201', '26']

['02-0288_mask.png', '115', '113', '196', '28']

['02-0289_mask.png', '123', '113', '196', '32']

['02-0290_mask.png', '128', '103', '194', '35']

['02-0291_mask.png', '128', '103', '194', '35']

['02-0292_mask.png', '132', '106', '201', '36']

['02-0293_mask.png', '135', '107', '203', '37']

['02-0294_mask.png', '138', '109', '207', '39']

['02-0295_mask.png', '142', '109', '203', '45']

['02-0296_mask.png', '145', '109', '203', '47']

['02-0297_mask.png', '150', '112', '208', '50']

['02-0298_mask.png', '155', '112', '213', '50']

['02-0299_mask.png', '158', '113', '215', '51']

['02-0300_mask.png', '158', '115', '216', '53']

['02-0301_mask.png', '161', '115', '219', '53']

['02-0302_mask.png', '172', '121', '229', '59']

['02-0303_mask.png', '175', '128', '232', '67']

['02-0304_mask.png', '178', '131', '236', '69']

['02-0305_mask.png', '178', '140', '243', '65']

['02-0306_mask.png', '180', '151', '245', '76']

['02-0307_mask.png', '177', '155', '242', '80']

['02-0308_mask.png', '180', '159', '244', '83']

['02-0309_mask.png', '177', '165', '242', '90']

['02-0310_mask.png', '178', '169', '243', '94']

['02-0311_mask.png', '177', '175', '242', '99']

['02-0312_mask.png', '178', '180', '243', '105']

['02-0313_mask.png', '178', '184', '243', '109']

['02-0314_mask.png', '182', '196', '247', '113']

['02-0315_mask.png', '180', '201', '245', '118']

['02-0316_mask.png', '180', '201', '244', '112']

['02-0317_mask.png', '179', '203', '244', '114']

['02-0318_mask.png', '173', '212', '238', '123']

['02-0319_mask.png', '169', '217', '233', '123']

['02-0320_mask.png', '172', '223', '237', '128']

['02-0321_mask.png', '172', '237', '237', '135']

['02-0322_mask.png', '169', '246', '234', '144']

['02-0323_mask.png', '165', '243', '230', '148']

['02-0324_mask.png', '162', '254', '227', '159']

['02-0325_mask.png', '161', '256', '226', '160']

['02-0326_mask.png', '157', '250', '221', '162']

['02-0327_mask.png', '157', '250', '221', '158']

['02-0328_mask.png', '157', '248', '221', '158']

['02-0329_mask.png', '162', '248', '217', '159']

['02-0330_mask.png', '162', '248', '217', '159']

['02-0331_mask.png', '160', '244', '214', '155']

['02-0332_mask.png', '158', '242', '213', '152']

['02-0333_mask.png', '158', '242', '213', '152']

['02-0334_mask.png', '158', '242', '213', '152']

['02-0335_mask.png', '159', '238', '213', '148']

['02-0336_mask.png', '159', '238', '213', '148']

['02-0337_mask.png', '157', '241', '211', '152']

['02-0338_mask.png', '154', '241', '209', '151']

['02-0339_mask.png', '153', '237', '208', '147']

['02-0340_mask.png', '157', '243', '211', '153']

['02-0341_mask.png', '158', '246', '213', '156']

['02-0342_mask.png', '155', '242', '210', '152']

['02-0343_mask.png', '158', '242', '212', '153']

['02-0344_mask.png', '156', '241', '210', '151']

['02-0345_mask.png', '156', '242', '211', '152']

['02-0346_mask.png', '156', '238', '211', '148']

['02-0347_mask.png', '159', '238', '214', '148']

['02-0348_mask.png', '157', '235', '212', '146']

['02-0349_mask.png', '157', '238', '212', '149']

['02-0350_mask.png', '155', '241', '210', '151']

['02-0351_mask.png', '155', '241', '210', '151']

['02-0352_mask.png', '155', '241', '210', '151']

['02-0353_mask.png', '155', '241', '210', '151']

['02-0354_mask.png', '155', '241', '210', '151']

['02-0355_mask.png', '155', '241', '210', '151']

['02-0356_mask.png', '155', '241', '203', '152']

['02-0357_mask.png', '151', '245', '200', '155']

['02-0358_mask.png', '151', '245', '200', '155']

['02-0359_mask.png', '152', '247', '200', '158']

['02-0360_mask.png', '154', '250', '202', '160']

['02-0361_mask.png', '152', '250', '200', '160']

['02-0362_mask.png', '154', '249', '202', '160']

['02-0363_mask.png', '151', '250', '202', '161']

['02-0364_mask.png', '151', '250', '202', '161']

['02-0365_mask.png', '152', '246', '203', '156']

['02-0366_mask.png', '152', '246', '203', '156']

['02-0367_mask.png', '152', '247', '203', '158']

['02-0368_mask.png', '152', '247', '203', '158']

['02-0369_mask.png', '150', '247', '201', '157']

['02-0370_mask.png', '150', '250', '201', '160']

['02-0371_mask.png', '150', '250', '201', '160']

['02-0372_mask.png', '150', '246', '201', '157']

['02-0373_mask.png', '149', '249', '200', '159']

['02-0374_mask.png', '149', '249', '200', '159']

['02-0375_mask.png', '145', '248', '196', '158']

['02-0376_mask.png', '145', '249', '196', '159']

['02-0377_mask.png', '145', '247', '196', '157']

['02-0378_mask.png', '145', '247', '196', '157']

['02-0379_mask.png', '150', '247', '201', '157']

['02-0380_mask.png', '150', '247', '201', '157']

['02-0381_mask.png', '152', '247', '203', '157']

['02-0382_mask.png', '152', '247', '203', '157']

['02-0383_mask.png', '152', '247', '203', '157']

['02-0384_mask.png', '152', '247', '203', '157']

['02-0385_mask.png', '152', '243', '203', '154']

['02-0386_mask.png', '152', '243', '203', '154']

['02-0387_mask.png', '152', '243', '203', '154']

['02-0388_mask.png', '152', '243', '203', '154']

['02-0389_mask.png', '152', '243', '203', '154']

['02-0390_mask.png', '149', '246', '200', '156']

['02-0391_mask.png', '147', '246', '198', '157']

['02-0392_mask.png', '147', '246', '198', '157']

['02-0393_mask.png', '147', '250', '198', '160']

['02-0394_mask.png', '147', '250', '198', '160']

['02-0395_mask.png', '144', '250', '195', '164']

['02-0396_mask.png', '140', '253', '191', '166']

['02-0397_mask.png', '141', '250', '192', '169']

['02-0398_mask.png', '142', '249', '193', '171']

['02-0399_mask.png', '145', '250', '196', '172']

['02-0400_mask.png', '144', '250', '195', '172']

['02-0401_mask.png', '144', '250', '195', '172']

['02-0402_mask.png', '144', '250', '195', '172']

['02-0403_mask.png', '145', '246', '196', '168']

['02-0404_mask.png', '145', '241', '195', '163']

['02-0405_mask.png', '145', '239', '195', '161']

['02-0406_mask.png', '144', '236', '195', '158']

['02-0407_mask.png', '144', '236', '195', '158']

['02-0408_mask.png', '144', '236', '195', '158']

['02-0409_mask.png', '144', '236', '195', '158']

['02-0410_mask.png', '144', '236', '195', '158']

['02-0411_mask.png', '144', '236', '195', '158']

['02-0412_mask.png', '144', '236', '195', '158']

['02-0413_mask.png', '144', '236', '195', '158']

['02-0414_mask.png', '144', '236', '195', '158']

['02-0415_mask.png', '144', '236', '195', '158']

['02-0416_mask.png', '139', '237', '190', '159']

['02-0417_mask.png', '139', '237', '190', '159']

['02-0418_mask.png', '144', '240', '195', '162']

['02-0419_mask.png', '142', '237', '193', '159']

['02-0420_mask.png', '142', '237', '193', '159']

['02-0421_mask.png', '142', '237', '193', '159']

['02-0422_mask.png', '142', '241', '193', '163']

['02-0423_mask.png', '142', '241', '193', '163']

['02-0424_mask.png', '141', '241', '192', '163']

['02-0425_mask.png', '138', '242', '189', '164']
